"a_id","level_id","name"
"1","1.1.7.2","F: Ribosomal_L3"
"1","1.1.7.3","F: CusB_dom_1"
"1","1.1.7.4","F: FAD_binding_1"
"1","1.1.7.5","F: Lum_binding"
"1","1.1.7.6","F: Ala_racemase_C"
"1","1.1.7.7","F: FAD_binding_6"
"1","1.1.7.8","F: Ribosomal_L35Ae"
"1","1.1.7.9","F: tRNA-synt_2c"
"1","1.1.7.10","F: Flavokinase"
"1","1.1.7.11","F: RimM"
"1","1.1.7.13","F: TrmO"
"1","1.1.7.14","F: CTP-dep_RFKase"
"1","1.1.7.15","F: Peptidase_M18"
"1","1.1.7.16","F: Arabinose_Isome,Arabinose_Iso_C"
"1","1.1.7.17","F: ATP-synt_ab_N"
"1","1.1.7.18","F: Fucose_iso_C"
"1","1.1.7.19","F: GTP_EFTU_D2"
"1","1.1.7.20","F: Gar1"
"1","1.1.7.21","F: RIBIOP_C"
"1","1.1.7.22","F: Peptidase_M42"
"1","1.1.7.23","F: FAD_binding_9"
"1","1.1.7.24","F: FAD_binding_8"
"1","1.1.7.25","F: AARP2CN"
"1","1.1.7.26","F: DNA_pol_B_3"
"1","1.1.7.27","F: DUF1905"
"1","1.1.7.28","F: HAS-barrel"
"1","1.1.7.29","F: End_beta_barrel"
"1","1.1.7.30","F: Astro_capsid_p"
"1","1.1.7.31","F: HlyD_3"
"1","1.1.7.32","F: D-ser_dehydrat"
"1","1.1.7.34","F: GTP_EFTU_D4"
"1","1.1.7.35","F: E1_FCCH"
"1","1.1.7.36","F: Peptidase_U32_C"
"1","1.1.7.38","F: HlyD_D23"
"1","1.1.7.39","F: Astro_capsid_p2"
"1","1.1.7.40","F: Rep_1B"
"1","1.1.7.41","F: UPF1_1B_dom"
"1","1.1.7.43","F: CoV_NSP13_1B"
"1","1.1.7.44","F: Dna2_Rift"
"1","1.1.7.45","F: eEFSec_4th"
"1","1.1.7.46","F: SMUBP-2_HCS1_1B"
"1","1.1.7.47","F: Aquarius_N_2nd"
"1","1.1.7.49","F: Ski7_2nd"
"1","1.1.7.50","F: EF-G_D2"
"1","1.1.7.51","F: NeqB_N"
"1","1.1.7.52","F: HK620_9_C"
"1","1.1.7.53","F: RcpC"
"1","1.1.7.55","F: DUF6469"
"1","1.1.7.56","F: Arabinose_Iso_C"
"1","1.1.7.66","F: Trypsin"
"1","1.1.7.67","F: Trypsin_2"
"1","1.1.7.68","F: GUB_WAK_bind"
"1","1.1.7.69","F: MOV-10_beta-barrel"
"1","1.1.8","T: Aminomethyltransferase beta-barrel domain"
"1","1.1.8.1","F: GTP_EFTU_D3"
"1","1.1.8.2","F: RIBIOP_C"
"1","1.1.8.3","F: GCV_T_C"
"1","1.1.8.4","F: eIF2_C"
"1","1.1.8.5","F: tRNA_Me_trans_C"
"1","1.1.8.7","F: YgfZ_barrel"
"1","1.1.8.8","F: euk_SelB_III"
"1","1.1.8.10","F: Ski7_3rd"
"1","1.1.8.11","F: GTP-eEF1A_C"
"1","1.1.8.15","F: GTP_EFTU_D2"
"1","1.1.8.16","F: POPLD"
"1","1.1.8.17","F: "
"1","1.1.8.18","F: POP1_C"
"1","1.1.9","T: PUA domain"
"1","1.1.9.1","F: PUA"
"1","1.1.9.3","F: EVE"
"1","1.1.9.4","F: SAD_SRA"
"1","1.1.9.5","F: LON_substr_bdg"
"1","1.1.9.6","F: UPF0113"
"1","1.1.9.7","F: DUF365"
"1","1.1.9.8","F: YTH"
"1","1.1.9.9","F: ASCH"
"1","1.1.9.10","F: TruB_C"
"1","1.1.9.11","F: TruB-C_2"
"1","1.1.9.12","F: PrgU"
"1","1.1.9.14","F: DUF3850"
"1","1.1.9.15","F: Methyltranf_PUA"
"1","1.1.9.16","F: PUA_2"
"1","1.1.9.17","F: PUA_3"
"1","1.1.9.18","F: RE_AspBHI_N"
"1","1.1.9.19","F: SRA"
"1","1.1.9.20","F: PUA_4"
"1","1.1.9.22","F: DUF1802"
"1","1.1.9.23","F: DUF473"
"1","1.1.9.27","F: DUF7029"
"1","1.1.10","T: Surface presentation of antigens (SPOA)"
"1","1.1.10.1","F: FliMN_C"
"1","1.1.11","T: Type II restriction endonuclease effector domain"
"1","1.1.11.1","F: B3"
"1","1.1.11.2","F: EcoRII-N"
"1","1.1.11.3","F: BfiI_DBD"
"1","1.1.11.4","F: RE_NgoFVII_C"
"1","1.1.11.5","F: At2g31720-like"
"1","1.1.12","T: barrel domain in QueA-like proteins"
"1","1.1.12.1","F: Queuosine_synth"
"1","1.1.13","T: Phage tail proteins"
"1","1.1.13.1","F: Phage_tube"
"1","1.1.13.2","F: Phage_attach"
"1","1.1.13.3","F: Phage_H_T_join"
"1","1.1.13.4","F: Sipho_tail"
"1","1.1.13.5","F: Phage_GPD"
"1","1.1.13.6","F: Phage_tail_2"
"1","1.1.13.7","F: Prophage_tail"
"1","1.1.13.8","F: CoV_NSP9"
"1","1.1.13.9","F: Phage-tail_2"
"1","1.1.13.10","F: Phage-tail_1"
"1","1.1.13.11","F: DUF2001"
"1","1.1.13.12","F: T4_tail_cap"
"1","1.1.13.15","F: Gifsy-2"
"1","1.1.13.16","F: Phage_TTP_12"
"1","1.1.13.17","F: Dit_N"
"1","1.1.13.18","F: Caud_bapl16_1st"
"1","1.1.13.19","F: Caud_tail_N"
"1","1.1.13.20","F: Prophage_tailD1"
"1","1.1.13.21","F: SP2_M"
"1","1.1.13.22","F: SP2_C"
"1","1.1.13.24","F: DTP-pb9_A-dom_C,DTP-pb9_A-dom_N"
"1","1.1.13.26","F: GpP-like_1st"
"1","1.1.13.27","F: GpP_4th"
"1","1.1.13.28","F: NMB1110-like_C"
"1","1.1.13.30","F: E217_GP41"
"1","1.1.13.32","F: DUF1480"
"1","1.1.13.33","F: DNA_circ_N"
"1","1.1.13.35","F: Phage_TTP_11"
"1","1.1.13.37","F: DUF2163"
"1","1.1.13.38","F: Phage_BR0599"
"1","1.1.13.39","F: KPP10_Orf10"
"1","1.1.13.40","F: Phage_min_tail"
"1","1.1.13.42","F: Tail_tube"
"1","1.1.13.47","F: Dit_like"
"1","1.1.14","T: PTS system glucitol/sorbitol-specific IIA component-like"
"1","1.1.14.1","F: PTSIIA_gutA"
"1","1.1.14.2","F: DUF371"
"1","1.1.15","T: PK beta-barrel domain-like"
"1","1.1.15.1","F: PK"
"1","1.1.15.2","F: MOSC"
"1","1.1.15.3","F: MOSC,YiiM_3-alpha"
"1","1.1.16","T: Mammalian cell entry (MCE) domain"
"1","1.1.16.1","F: MlaD"
"1","1.1.17","T: FMN-binding split barrel 2"
"1","1.1.17.1","F: Trypsin"
"1","1.1.17.2","F: Peptidase_C3"
"1","1.1.17.3","F: Trypsin_2"
"1","1.1.17.4","F: Peptidase_S64"
"1","1.2","H: Capsid protein protrusion (P) domain"
"1","1.2.1","T: Capsid protein protrusion (P) domain"
"1","1.2.1.1","F: Calici_coat"
"1","1.2.1.2","F: Calici_coat_C"
"1","1.10","H: HI0933 barrel domain-like"
"1","1.10.1","T: HI0933 barrel domain-like"
"1","1.10.1.1","F: HI0933_like_1st"
"1","1.11","H: Photosystem II accessory factor Psb28"
"1","1.11.1","T: Photosystem II accessory factor Psb28"
"1","1.11.1.1","F: Psb28"
"1","1.13","H: Arginine N-succinyltransferase alpha chain C-terminal domain"
"1","1.13.1","T: Arginine N-succinyltransferase alpha chain C-terminal domain"
"1","1.13.1.1","F: AstA"
"1","2","X: OB-fold"
"1","2.1","H: Nucleic acid-binding proteins"
"1","2.1.1","T: Nucleic acid-binding proteins"
"1","2.1.1.1","F: Ribosom_S12_S23"
"1","2.1.1.2","F: Ribosomal_L2"
"1","2.1.1.3","F: CSD"
"1","2.1.1.4","F: Ribosomal_S17"
"1","2.1.1.5","F: Ribosomal_S17,Ribosomal_S17_N"
"1","2.1.1.6","F: SSB"
"1","2.1.1.7","F: S1"
"1","2.1.1.9","F: Ribosomal_S4e"
"1","2.1.1.10","F: EFP"
"1","2.1.1.11","F: eIF-1a"
"1","2.1.1.12","F: Ribosomal_S28e"
"1","2.1.1.13","F: eIF-5a"
"1","2.1.1.14","F: RuvA_N"
"1","2.1.1.15","F: tRNA_anti-codon"
"1","2.1.1.16","F: tRNA_bind"
"1","2.1.1.17","F: OB_aCoA_assoc"
"1","2.1.1.18","F: TRAM"
"1","2.1.1.19","F: NfeD"
"1","2.1.1.21","F: Methyltrn_RNA_3"
"1","2.1.1.22","F: HIN"
"1","2.1.1.23","F: POT1"
"1","2.1.1.24","F: CcmE"
"1","2.1.1.25","F: DNA_pol_B_exo1"
"1","2.1.1.26","F: DNA_ligase_OB"
"1","2.1.1.27","F: RNA_pol_Rpb8"
"1","2.1.1.28","F: mRNA_cap_C"
"1","2.1.1.29","F: Rep-A_N"
"1","2.1.1.30","F: BOF"
"1","2.1.1.31","F: DNA_ligase_A_C"
"1","2.1.1.32","F: TIP49"
"1","2.1.1.33","F: DUF961"
"1","2.1.1.34","F: TEBP_beta"
"1","2.1.1.35","F: Rho_RNA_bind"
"1","2.1.1.37","F: OB_NTP_bind"
"1","2.1.1.38","F: OB_RNB"
"1","2.1.1.39","F: RNA_pol_Rbc25"
"1","2.1.1.41","F: RMI1_N_C"
"1","2.1.1.42","F: Rep_fac-A_C"
"1","2.1.1.43","F: Rep_fac-A_3"
"1","2.1.1.44","F: Dna2"
"1","2.1.1.45","F: gp32"
"1","2.1.1.46","F: BRCA-2_OB1"
"1","2.1.1.47","F: BRCA-2_OB3"
"1","2.1.1.48","F: Elong-fact-P_C"
"1","2.1.1.49","F: MRP-S35"
"1","2.1.1.50","F: TPP1"
"1","2.1.1.51","F: EXOSC1"
"1","2.1.1.52","F: Stn1"
"1","2.1.1.53","F: Enc34_ssDNA-bd"
"1","2.1.1.55","F: CusF_Ec"
"1","2.1.1.56","F: DUF3299"
"1","2.1.1.57","F: RecO_N"
"1","2.1.1.59","F: Ten1"
"1","2.1.1.60","F: RsgI_N"
"1","2.1.1.61","F: tRNA_anti-like"
"1","2.1.1.63","F: S1_2"
"1","2.1.1.64","F: Fimbrial_PilY2"
"1","2.1.1.65","F: DNA_ligase_OB_2"
"1","2.1.1.66","F: CTC1"
"1","2.1.1.67","F: Ten1_2"
"1","2.1.1.68","F: RMI1_C"
"1","2.1.1.69","F: RMI2"
"1","2.1.1.70","F: Prot_ATP_ID_OB_C"
"1","2.1.1.71","F: TTC5_OB"
"1","2.1.1.72","F: POT1PC"
"1","2.1.1.73","F: RsgA_N"
"1","2.1.1.75","F: CDC13_N"
"1","2.1.1.76","F: REPA_OB_2"
"1","2.1.1.77","F: RNA_pol_RpbG"
"1","2.1.1.78","F: PCB_OB"
"1","2.1.1.79","F: RecG_wedge"
"1","2.1.1.80","F: MCM_OB"
"1","2.1.1.81","F: Rrp44_S1"
"1","2.1.1.82","F: Rrp44_CSD1"
"1","2.1.1.83","F: SfsA_N"
"1","2.1.1.84","F: Prot_ATP_ID_OB_N"
"1","2.1.1.85","F: RecJ_OB"
"1","2.1.1.86","F: OB_Dis3"
"1","2.1.1.87","F: RPA43_OB"
"1","2.1.1.88","F: CSD2"
"1","2.1.1.89","F: Dis3l2_C_term"
"1","2.1.1.90","F: ssDBP"
"1","2.1.1.92","F: DNA_pol_D_N"
"1","2.1.1.93","F: Cdc13_OB4_dimer"
"1","2.1.1.94","F: TLP1_add_C"
"1","2.1.1.95","F: Lig_C"
"1","2.1.1.96","F: Gp138_N"
"1","2.1.1.97","F: ID"
"1","2.1.1.98","F: RNase_II_C_S1"
"1","2.1.1.99","F: Cdc13_OB2"
"1","2.1.1.100","F: TRAM_2"
"1","2.1.1.101","F: KfrB"
"1","2.1.1.102","F: MCEL_GT_OB"
"1","2.1.1.103","F: PHA02142"
"1","2.1.1.104","F: CvfB_1st"
"1","2.1.1.105","F: NMD3_OB"
"1","2.1.1.106","F: PRS7_OB"
"1","2.1.1.107","F: RRP40_S1"
"1","2.1.1.109","F: RRP4_S1"
"1","2.1.1.110","F: BRCA2DBD_OB2"
"1","2.1.1.111","F: Ssb-like_OB"
"1","2.1.1.113","F: CvfB_2nd"
"1","2.1.1.115","F: PabTrmU54_TRAM_dom"
"1","2.1.1.116","F: Spt6_S1"
"1","2.1.1.117","F: DPOA2_OB"
"1","2.1.1.118","F: TEBP_OB2-like"
"1","2.1.1.119","F: MCM10_OB"
"1","2.1.1.120","F: Dis32-like_C"
"1","2.1.1.122","F: SSB_1"
"1","2.1.1.123","F: CDC24_OB3"
"1","2.1.1.124","F: CDC24_OB1"
"1","2.1.1.125","F: WC-rich"
"1","2.1.1.126","F: DUF272"
"1","2.1.1.127","F: tRNA_anti_2"
"1","2.1.1.128","F: Arb1"
"1","2.1.1.129","F: DUF3418"
"1","2.1.1.130","F: DUF223"
"1","2.1.1.131","F: SHLD2_C"
"1","2.1.1.132","F: DUF5666"
"1","2.1.1.133","F: DUF4503"
"1","2.1.1.134","F: GIDE"
"1","2.1.1.135","F: DUF3592"
"1","2.1.1.136","F: DUF3577"
"1","2.1.1.137","F: DUF6748"
"1","2.1.1.138","F: ATG11"
"1","2.1.1.139","F: Slp"
"1","2.1.1.140","F: SURF1"
"1","2.1.1.141","F: WCOB"
"1","2.1.1.142","F: HROB"
"1","2.1.1.143","F: DUF936"
"1","2.1.1.145","F: DUF2835"
"1","2.1.1.146","F: S1-like"
"1","2.1.1.149","F: CTC1_2"
"1","2.1.1.157","F: CDC24_OB2"
"1","2.1.1.167","F: RseC_MucC"
"1","2.1.1.168","F: DUF1980_C"
"1","2.1.1.169","F: SHLD2_OB1"
"1","2.1.1.170","F: SHLD2_OB2"
"1","2.1.1.171","F: Tea_C"
"1","2.1.1.172","F: RNR_OB1_NT"
"1","2.2","H: Bacterial enterotoxins"
"1","2.2.1","T: Bacterial enterotoxins"
"1","2.2.1.1","F: Stap_Strp_toxin"
"1","2.2.1.2","F: Enterotoxin_b"
"1","2.2.1.3","F: SLT_beta"
"1","2.2.1.4","F: Pertussis_S2S3"
"1","2.2.1.5","F: LT-IIB"
"1","2.2.1.6","F: SSL_OB"
"1","2.2.1.8","F: Pertus-S5-tox"
"1","2.2.1.10","F: DUF1523"
"1","2.3","H: TIMP-like"
"1","2.3.1","T: TIMP-like"
"1","2.3.1.1","F: TIMP"
"1","2.3.1.2","F: NTR"
"1","2.3.1.3","F: NtA"
"1","2.4","H: MOP-like"
"1","2.4.1","T: MOP-like"
"1","2.4.1.1","F: TOBE"
"1","2.4.1.2","F: TOBE_2"
"1","2.4.1.3","F: TOBE_2,OB_MalK"
"1","2.4.1.4","F: FbpC_C_terminal"
"1","2.4.1.5","F: GlcV_C_terminal"
"1","2.4.1.6","F: CysA_C_terminal"
"1","2.4.1.7","F: OB_MalK"
"1","2.4.1.8","F: FbpC-like_RD"
"1","2.4.1.9","F: YobH"
"1","2.4.1.10","F: TOBE,OB_MalK"
"1","2.4.1.11","F: TOBE_3"
"1","2.5","H: Inorganic pyrophosphatase"
"1","2.5.1","T: Inorganic pyrophosphatase"
"1","2.5.1.1","F: Pyrophosphatase"
"1","2.6","H: Staphylococcal nuclease"
"1","2.6.1","T: Staphylococcal nuclease"
"1","2.6.1.1","F: SNase"
"1","2.6.1.2","F: RIF5_SNase_2"
"1","2.6.1.3","F: RIF5_SNase_1"
"1","2.7","H: Tail-associated lysozyme gp5-N"
"1","2.7.1","T: Tail-associated lysozyme gp5-N"
"1","2.7.1.1","F: Phage_base_V"
"1","2.7.1.2","F: Gp5_OB"
"1","2.7.1.3","F: Phage_Mu_Gp45"
"1","2.7.1.4","F: DUF6484"
"1","2.8","H: mu transposases-C"
"1","2.8.1","T: mu transposases-C"
"1","2.8.1.1","F: Mu-transpos_C"
"1","2.8.1.2","F: Mu-transpos_C_2"
"1","2.9","H: RNB domain-like"
"1","2.9.1","T: RNB domain-like"
"1","2.9.1.1","F: RNB"
"1","2.10","H: CheW"
"1","2.10.1","T: CheW"
"1","2.10.1.1","F: CheW"
"1","2.11","H: Antifungal protein (AGAFP)"
"1","2.11.1","T: Antifungal protein (AGAFP)"
"1","2.11.1.1","F: Antifungal_prot"
"1","2.12","H: BC4932-like"
"1","2.12.1","T: BC4932-like"
"1","2.12.1.1","F: DUF1093"
"1","2.12.1.2","F: DUF4889"
"1","2.13","H: TM0957-like"
"1","2.13.1","T: TM0957-like"
"1","2.13.1.1","F: DUF2291"
"1","2.14","H: HupF/HypC-like"
"1","2.14.1","T: HupF/HypC-like"
"1","2.14.1.1","F: HupF_HypC"
"1","2.14.1.2","F: CHS5_N"
"1","2.14.1.3","F: RseC_MucC"
"1","2.16","H: EutN/CcmL-like"
"1","2.16.1","T: EutN/CcmL-like"
"1","2.16.1.1","F: EutN_CcmL"
"1","2.17","H: Middle domain in viral ssDNA binding protein"
"1","2.17.1","T: Middle domain in viral ssDNA binding protein"
"1","2.17.1.1","F: Viral_DNA_bp"
"1","2.18","H: OB domain in putative lipoprotein BF3042-related proteins"
"1","2.18.1","T: OB domain in putative lipoprotein BF3042-related proteins"
"1","2.18.1.1","F: NigD_N"
"1","2.18.1.2","F: NigD_N-like"
"1","2.19","H: Putative membrane protein"
"1","2.19.1","T: Putative membrane protein"
"1","2.19.1.1","F: DUF3239"
"1","2.20","H: NlpE C-terminal domain"
"1","2.20.1","T: NlpE C-terminal domain"
"1","2.20.1.1","F: NlpE_C"
"1","2.21","H: Small protein B (SmpB)"
"1","2.21.1","T: Small protein B (SmpB)"
"1","2.21.1.1","F: SmpB"
"1","2.21.1.2","F: C2c1_WED-II"
"1","2.21.1.3","F: HTH_OrfB_IS605"
"1","2.23","H: Hypothetical protein yobA"
"1","2.23.1","T: Hypothetical protein yobA"
"1","2.23.1.1","F: DUF3221"
"1","2.24","H: probable receptor YhhM"
"1","2.24.1","T: probable receptor YhhM"
"1","2.24.1.1","F: DUF2500"
"1","2.25","H: OB domain in IgaA"
"1","2.25.1","T: OB domain in IgaA"
"1","2.25.1.1","F: IgaA"
"1","4","X: SH3"
"1","4.1","H: SH3"
"1","4.1.1","T: SH3"
"1","4.1.1.1","F: SH3_1"
"1","4.1.1.2","F: SH3_1,NCF1_PBR_AIR"
"1","4.1.1.3","F: KOW"
"1","4.1.1.4","F: KOW,Ribosomal_L27e"
"1","4.1.1.5","F: KOW,Ribosomal_L14e"
"1","4.1.1.6","F: KOW,40S_S4_C"
"1","4.1.1.7","F: KOW,ribosomal_L24"
"1","4.1.1.8","F: IN_DBD_C"
"1","4.1.1.9","F: TUDOR"
"1","4.1.1.12","F: PWWP"
"1","4.1.1.13","F: MS_channel_2nd"
"1","4.1.1.14","F: Ribosomal_L21e"
"1","4.1.1.15","F: Ribosomal_L6e"
"1","4.1.1.16","F: Ribosomal_L6e,Ribosomal_L6e_N"
"1","4.1.1.17","F: Ribosomal_L19"
"1","4.1.1.18","F: CAP_GLY"
"1","4.1.1.19","F: LSM"
"1","4.1.1.20","F: BAH"
"1","4.1.1.22","F: Ribosomal_L27e"
"1","4.1.1.23","F: CcdB"
"1","4.1.1.24","F: Ribosomal_L14e"
"1","4.1.1.25","F: PAZ"
"1","4.1.1.27","F: NHase_beta_C"
"1","4.1.1.28","F: BPL_C"
"1","4.1.1.29","F: PSI_PsaE"
"1","4.1.1.30","F: PemK_toxin"
"1","4.1.1.31","F: Spin-Ssty"
"1","4.1.1.32","F: CarD_TRCF_RID"
"1","4.1.1.33","F: Myosin_N"
"1","4.1.1.34","F: MBT"
"1","4.1.1.37","F: YjdM"
"1","4.1.1.38","F: Ribosomal_L2_C"
"1","4.1.1.39","F: SHD1"
"1","4.1.1.40","F: FeoA"
"1","4.1.1.41","F: NOT2_3_5_C"
"1","4.1.1.42","F: Agenet"
"1","4.1.1.43","F: SMN_Tudor"
"1","4.1.1.45","F: DUF903"
"1","4.1.1.46","F: VEG"
"1","4.1.1.47","F: Gemin6"
"1","4.1.1.48","F: DHFR_2"
"1","4.1.1.49","F: KorB_C"
"1","4.1.1.50","F: MIB_HERC2"
"1","4.1.1.51","F: SGF29_Tudor"
"1","4.1.1.53","F: DUF1541"
"1","4.1.1.54","F: SH3_2"
"1","4.1.1.56","F: RBB1NT"
"1","4.1.1.57","F: EFP_N"
"1","4.1.1.58","F: SH3_3"
"1","4.1.1.59","F: SH3_5"
"1","4.1.1.60","F: YccV-like"
"1","4.1.1.61","F: KapB"
"1","4.1.1.62","F: DUF1811"
"1","4.1.1.63","F: DUF1918"
"1","4.1.1.64","F: PRD1_P5_spike_N"
"1","4.1.1.65","F: 53-BP1_Tudor"
"1","4.1.1.66","F: LBR_tudor"
"1","4.1.1.67","F: FDF"
"1","4.1.1.69","F: Clr2"
"1","4.1.1.70","F: Tsr0524-like"
"1","4.1.1.71","F: Gemin7"
"1","4.1.1.72","F: Hva1_TUDOR"
"1","4.1.1.73","F: Cul7"
"1","4.1.1.74","F: DUF3247"
"1","4.1.1.75","F: NdhS"
"1","4.1.1.76","F: NdhO"
"1","4.1.1.77","F: VGCC_beta4Aa_N"
"1","4.1.1.78","F: TTD"
"1","4.1.1.79","F: DUF3601"
"1","4.1.1.80","F: PAZ_2"
"1","4.1.1.81","F: LSM14"
"1","4.1.1.83","F: SH3_6"
"1","4.1.1.84","F: SH3_7"
"1","4.1.1.85","F: MTR4_beta-barrel"
"1","4.1.1.86","F: GW"
"1","4.1.1.87","F: FLgD_tudor"
"1","4.1.1.88","F: ToxN_toxin"
"1","4.1.1.89","F: SM-ATX"
"1","4.1.1.91","F: hSH3"
"1","4.1.1.92","F: SH3_9"
"1","4.1.1.93","F: 40S_S4_C"
"1","4.1.1.94","F: SAWADEE"
"1","4.1.1.95","F: Ribosomal_L26"
"1","4.1.1.96","F: Hfq"
"1","4.1.1.97","F: DUF150_C"
"1","4.1.1.98","F: ProQ_C"
"1","4.1.1.99","F: SH3_10"
"1","4.1.1.100","F: SH3_11"
"1","4.1.1.101","F: Tudor_2"
"1","4.1.1.102","F: Tudor_3"
"1","4.1.1.103","F: SH3_12"
"1","4.1.1.104","F: KN17_SH3"
"1","4.1.1.105","F: DUF5604"
"1","4.1.1.107","F: XRN1_D1"
"1","4.1.1.108","F: XRN1_D2_D3"
"1","4.1.1.109","F: SH3_13"
"1","4.1.1.110","F: Tudor_FRX1"
"1","4.1.1.111","F: Tudor_RapA"
"1","4.1.1.113","F: TraI_2B"
"1","4.1.1.114","F: PSA_CBD"
"1","4.1.1.116","F: SH3_14"
"1","4.1.1.117","F: zf_CCCH_4"
"1","4.1.1.118","F: SH3_15"
"1","4.1.1.120","F: SH3_16"
"1","4.1.1.121","F: PAZ_4"
"1","4.1.1.122","F: SH3_17"
"1","4.1.1.127","F: DtxR"
"1","4.1.1.128","F: Tudor_4"
"1","4.1.1.129","F: Tudor_5"
"1","4.1.1.130","F: SH3_19"
"1","4.1.1.131","F: MLVIN_C"
"1","4.1.1.132","F: DUF6561"
"1","4.1.1.133","F: SMN_YG-box"
"1","4.1.1.135","F: Nup188_SH3-like"
"1","4.1.1.136","F: NMD_SH3"
"1","4.1.1.137","F: PcrA_UvrD_tudor"
"1","4.1.1.138","F: Ski2_beta-barrel"
"1","4.1.1.139","F: IF5A-like_N"
"1","4.1.1.140","F: Pif1_2B_dom"
"1","4.1.1.141","F: PTM_DIR17_Tudor"
"1","4.1.1.142","F: Hfq_1"
"1","4.1.1.143","F: TagH_SH3-like"
"1","4.1.1.144","F: Ago_PAZ_arc"
"1","4.1.1.145","F: Crb2_Tudor"
"1","4.1.1.146","F: Ribosomal_uL24m-like"
"1","4.1.1.148","F: Mtf2_C"
"1","4.1.1.150","F: DUF3123"
"1","4.1.1.152","F: DUF1262"
"1","4.1.1.153","F: KH_9"
"1","4.1.1.154","F: DUF4772"
"1","4.1.1.155","F: CRR42-like"
"1","4.1.1.156","F: DUF2158"
"1","4.1.1.157","F: YdfZ"
"1","4.1.1.158","F: DUF3444"
